StartTime,Date,Time,DataProvider,SettlementDate,SettlementPeriod,Price,Volume
01/01/2019 00:00,01/01/2019,00:00,APXMIDP,01/01/2019,1,48.81,273
01/01/2019 00:30,01/01/2019,00:30,APXMIDP,01/01/2019,2,50.24,222
01/01/2019 01:00,01/01/2019,01:00,APXMIDP,01/01/2019,3,41.9,95.9
01/01/2019 01:30,01/01/2019,01:30,APXMIDP,01/01/2019,4,39.32,182.3
01/01/2019 02:00,01/01/2019,02:00,APXMIDP,01/01/2019,5,34.09,204.95
01/01/2019 02:30,01/01/2019,02:30,APXMIDP,01/01/2019,6,29.85,374.15
01/01/2019 03:00,01/01/2019,03:00,APXMIDP,01/01/2019,7,27.55,539.4
01/01/2019 03:30,01/01/2019,03:30,APXMIDP,01/01/2019,8,25.61,619.4
01/01/2019 04:00,01/01/2019,04:00,APXMIDP,01/01/2019,9,28.74,467
01/01/2019 04:30,01/01/2019,04:30,APXMIDP,01/01/2019,10,26.86,596.95
01/01/2019 05:00,01/01/2019,05:00,APXMIDP,01/01/2019,11,22.67,706.8
01/01/2019 05:30,01/01/2019,05:30,APXMIDP,01/01/2019,12,22.9,720.5
01/01/2019 06:00,01/01/2019,06:00,APXMIDP,01/01/2019,13,22.91,808
01/01/2019 06:30,01/01/2019,06:30,APXMIDP,01/01/2019,14,23.39,745
01/01/2019 07:00,01/01/2019,07:00,APXMIDP,01/01/2019,15,40.69,656
01/01/2019 07:30,01/01/2019,07:30,APXMIDP,01/01/2019,16,40.41,753.05
01/01/2019 08:00,01/01/2019,08:00,APXMIDP,01/01/2019,17,40.06,707.05
01/01/2019 08:30,01/01/2019,08:30,APXMIDP,01/01/2019,18,41.45,502.95
01/01/2019 09:00,01/01/2019,09:00,APXMIDP,01/01/2019,19,40.95,661.75
01/01/2019 09:30,01/01/2019,09:30,APXMIDP,01/01/2019,20,40.15,772.45
01/01/2019 10:00,01/01/2019,10:00,APXMIDP,01/01/2019,21,42.53,798.2
01/01/2019 10:30,01/01/2019,10:30,APXMIDP,01/01/2019,22,45.1,861.95
01/01/2019 11:00,01/01/2019,11:00,APXMIDP,01/01/2019,23,51.75,1055.15
01/01/2019 11:30,01/01/2019,11:30,APXMIDP,01/01/2019,24,51.08,983.4
01/01/2019 12:00,01/01/2019,12:00,APXMIDP,01/01/2019,25,50.67,1092.65
01/01/2019 12:30,01/01/2019,12:30,APXMIDP,01/01/2019,26,50.38,1143.15
01/01/2019 13:00,01/01/2019,13:00,APXMIDP,01/01/2019,27,51.43,972.9
01/01/2019 13:30,01/01/2019,13:30,APXMIDP,01/01/2019,28,49.9,1190.9
01/01/2019 14:00,01/01/2019,14:00,APXMIDP,01/01/2019,29,51.39,1202.25
01/01/2019 14:30,01/01/2019,14:30,APXMIDP,01/01/2019,30,52.01,1344.5
01/01/2019 15:00,01/01/2019,15:00,APXMIDP,01/01/2019,31,51.87,611.55
01/01/2019 15:30,01/01/2019,15:30,APXMIDP,01/01/2019,32,48.49,647.9
01/01/2019 16:00,01/01/2019,16:00,APXMIDP,01/01/2019,33,54.99,730.6
01/01/2019 16:30,01/01/2019,16:30,APXMIDP,01/01/2019,34,62.42,896.25
01/01/2019 17:00,01/01/2019,17:00,APXMIDP,01/01/2019,35,65.19,555
01/01/2019 17:30,01/01/2019,17:30,APXMIDP,01/01/2019,36,65.95,820.7
01/01/2019 18:00,01/01/2019,18:00,APXMIDP,01/01/2019,37,65.15,888.5
01/01/2019 18:30,01/01/2019,18:30,APXMIDP,01/01/2019,38,64.22,1117.5
01/01/2019 19:00,01/01/2019,19:00,APXMIDP,01/01/2019,39,59,209.25
01/01/2019 19:30,01/01/2019,19:30,APXMIDP,01/01/2019,40,57.74,482.15
01/01/2019 20:00,01/01/2019,20:00,APXMIDP,01/01/2019,41,57.2,254.5
01/01/2019 20:30,01/01/2019,20:30,APXMIDP,01/01/2019,42,54.44,429.5
01/01/2019 21:00,01/01/2019,21:00,APXMIDP,01/01/2019,43,51.66,674.75
01/01/2019 21:30,01/01/2019,21:30,APXMIDP,01/01/2019,44,50.61,750.75
01/01/2019 22:00,01/01/2019,22:00,APXMIDP,01/01/2019,45,50.84,728.75
01/01/2019 22:30,01/01/2019,22:30,APXMIDP,01/01/2019,46,49.46,922.3
01/01/2019 23:00,01/01/2019,23:00,APXMIDP,01/01/2019,47,45.07,377.6
01/01/2019 23:30,01/01/2019,23:30,APXMIDP,01/01/2019,48,45.05,325.75
02/01/2019 00:00,01/02/2019,00:00,APXMIDP,02/01/2019,1,44.9,341
02/01/2019 00:30,01/02/2019,00:30,APXMIDP,02/01/2019,2,44.73,440
02/01/2019 01:00,01/02/2019,01:00,APXMIDP,02/01/2019,3,44.02,313
02/01/2019 01:30,01/02/2019,01:30,APXMIDP,02/01/2019,4,43.99,469
02/01/2019 02:00,01/02/2019,02:00,APXMIDP,02/01/2019,5,44.17,476.5
02/01/2019 02:30,01/02/2019,02:30,APXMIDP,02/01/2019,6,45.01,541.2
02/01/2019 03:00,01/02/2019,03:00,APXMIDP,02/01/2019,7,46.71,255
02/01/2019 03:30,01/02/2019,03:30,APXMIDP,02/01/2019,8,45.11,184
02/01/2019 04:00,01/02/2019,04:00,APXMIDP,02/01/2019,9,46.19,248.2
02/01/2019 04:30,01/02/2019,04:30,APXMIDP,02/01/2019,10,45.92,251.3
02/01/2019 05:00,01/02/2019,05:00,APXMIDP,02/01/2019,11,46.04,126
02/01/2019 05:30,01/02/2019,05:30,APXMIDP,02/01/2019,12,49.4,181
02/01/2019 06:00,01/02/2019,06:00,APXMIDP,02/01/2019,13,49.4,308.75
02/01/2019 06:30,01/02/2019,06:30,APXMIDP,02/01/2019,14,49.01,493.5
02/01/2019 07:00,01/02/2019,07:00,APXMIDP,02/01/2019,15,53.39,460.95
02/01/2019 07:30,01/02/2019,07:30,APXMIDP,02/01/2019,16,55.55,331.5
02/01/2019 08:00,01/02/2019,08:00,APXMIDP,02/01/2019,17,57.27,609.5
02/01/2019 08:30,01/02/2019,08:30,APXMIDP,02/01/2019,18,54.93,609.5
02/01/2019 09:00,01/02/2019,09:00,APXMIDP,02/01/2019,19,58.87,575.15
02/01/2019 09:30,01/02/2019,09:30,APXMIDP,02/01/2019,20,57.42,493.5
02/01/2019 10:00,01/02/2019,10:00,APXMIDP,02/01/2019,21,57.52,535.5
02/01/2019 10:30,01/02/2019,10:30,APXMIDP,02/01/2019,22,58.09,603.25
02/01/2019 11:00,01/02/2019,11:00,APXMIDP,02/01/2019,23,65.43,525
02/01/2019 11:30,01/02/2019,11:30,APXMIDP,02/01/2019,24,66.07,536
02/01/2019 12:00,01/02/2019,12:00,APXMIDP,02/01/2019,25,68.28,664
02/01/2019 12:30,01/02/2019,12:30,APXMIDP,02/01/2019,26,67.03,599
02/01/2019 13:00,01/02/2019,13:00,APXMIDP,02/01/2019,27,65.88,640.5
02/01/2019 13:30,01/02/2019,13:30,APXMIDP,02/01/2019,28,66.68,737.6
02/01/2019 14:00,01/02/2019,14:00,APXMIDP,02/01/2019,29,67.12,797.1
02/01/2019 14:30,01/02/2019,14:30,APXMIDP,02/01/2019,30,70.3,998.3
02/01/2019 15:00,01/02/2019,15:00,APXMIDP,02/01/2019,31,88.15,1069.1
02/01/2019 15:30,01/02/2019,15:30,APXMIDP,02/01/2019,32,91.47,1478.9
02/01/2019 16:00,01/02/2019,16:00,APXMIDP,02/01/2019,33,94.41,1257.95
02/01/2019 16:30,01/02/2019,16:30,APXMIDP,02/01/2019,34,103.38,1252.9
02/01/2019 17:00,01/02/2019,17:00,APXMIDP,02/01/2019,35,107.02,1561.15
