StartTime,Date,Time,DataProvider,SettlementDate,SettlementPeriod,Price,Volume
01/01/2021 00:00,01/01/2021,00:00,APXMIDP,01/01/2021,1,68.54,407.3
01/01/2021 00:30,01/01/2021,00:30,APXMIDP,01/01/2021,2,69.82,601.4
01/01/2021 01:00,01/01/2021,01:00,APXMIDP,01/01/2021,3,67.42,608
01/01/2021 01:30,01/01/2021,01:30,APXMIDP,01/01/2021,4,65.45,579.35
01/01/2021 02:00,01/01/2021,02:00,APXMIDP,01/01/2021,5,59.44,729.4
01/01/2021 02:30,01/01/2021,02:30,APXMIDP,01/01/2021,6,57.07,744.85
01/01/2021 03:00,01/01/2021,03:00,APXMIDP,01/01/2021,7,50.1,508.2
01/01/2021 03:30,01/01/2021,03:30,APXMIDP,01/01/2021,8,50.98,470.85
01/01/2021 04:00,01/01/2021,04:00,APXMIDP,01/01/2021,9,57.77,440.9
01/01/2021 04:30,01/01/2021,04:30,APXMIDP,01/01/2021,10,53.64,363.5
01/01/2021 05:00,01/01/2021,05:00,APXMIDP,01/01/2021,11,53.42,546.15
01/01/2021 05:30,01/01/2021,05:30,APXMIDP,01/01/2021,12,55.26,547.55
01/01/2021 06:00,01/01/2021,06:00,APXMIDP,01/01/2021,13,57.78,456.25
01/01/2021 06:30,01/01/2021,06:30,APXMIDP,01/01/2021,14,55.16,389.5
01/01/2021 07:00,01/01/2021,07:00,APXMIDP,01/01/2021,15,37.71,416.65
01/01/2021 07:30,01/01/2021,07:30,APXMIDP,01/01/2021,16,36.79,492.5
01/01/2021 08:00,01/01/2021,08:00,APXMIDP,01/01/2021,17,42.52,672.75
01/01/2021 08:30,01/01/2021,08:30,APXMIDP,01/01/2021,18,47.65,571.35
01/01/2021 09:00,01/01/2021,09:00,APXMIDP,01/01/2021,19,41.98,856
01/01/2021 09:30,01/01/2021,09:30,APXMIDP,01/01/2021,20,44.08,1094.9
01/01/2021 10:00,01/01/2021,10:00,APXMIDP,01/01/2021,21,49.93,994.4
01/01/2021 10:30,01/01/2021,10:30,APXMIDP,01/01/2021,22,46.79,969.1
01/01/2021 11:00,01/01/2021,11:00,APXMIDP,01/01/2021,23,53.42,912.3
01/01/2021 11:30,01/01/2021,11:30,APXMIDP,01/01/2021,24,60.35,965.9
01/01/2021 12:00,01/01/2021,12:00,APXMIDP,01/01/2021,25,68.28,1024.15
01/01/2021 12:30,01/01/2021,12:30,APXMIDP,01/01/2021,26,63.13,927.7
01/01/2021 13:00,01/01/2021,13:00,APXMIDP,01/01/2021,27,70.06,861.25
01/01/2021 13:30,01/01/2021,13:30,APXMIDP,01/01/2021,28,69.02,741.75
01/01/2021 14:00,01/01/2021,14:00,APXMIDP,01/01/2021,29,71.27,854.8
01/01/2021 14:30,01/01/2021,14:30,APXMIDP,01/01/2021,30,70.33,829.25
01/01/2021 15:00,01/01/2021,15:00,APXMIDP,01/01/2021,31,76.11,839.7
01/01/2021 15:30,01/01/2021,15:30,APXMIDP,01/01/2021,32,81.39,769.9
01/01/2021 16:00,01/01/2021,16:00,APXMIDP,01/01/2021,33,82.2,802.6
01/01/2021 16:30,01/01/2021,16:30,APXMIDP,01/01/2021,34,87.8,972.25
01/01/2021 17:00,01/01/2021,17:00,APXMIDP,01/01/2021,35,92.37,966.9
01/01/2021 17:30,01/01/2021,17:30,APXMIDP,01/01/2021,36,91.31,888.85
01/01/2021 18:00,01/01/2021,18:00,APXMIDP,01/01/2021,37,88.93,1050
01/01/2021 18:30,01/01/2021,18:30,APXMIDP,01/01/2021,38,86.12,726.1
01/01/2021 19:00,01/01/2021,19:00,APXMIDP,01/01/2021,39,82.01,934.45
01/01/2021 19:30,01/01/2021,19:30,APXMIDP,01/01/2021,40,75.8,785.05
01/01/2021 20:00,01/01/2021,20:00,APXMIDP,01/01/2021,41,74.05,904.2
01/01/2021 20:30,01/01/2021,20:30,APXMIDP,01/01/2021,42,67.96,775.2
01/01/2021 21:00,01/01/2021,21:00,APXMIDP,01/01/2021,43,68.05,619
01/01/2021 21:30,01/01/2021,21:30,APXMIDP,01/01/2021,44,61.88,527.15
